,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
424,7/8/2021,40-49,48791,44744.0,11274.0,152,120.0,32.0
425,7/8/2021,50-59,52157,48251.0,10042.0,465,394.0,71.0
426,7/8/2021,60-69,34527,32323.0,7837.0,1093,943.0,150.0
427,7/8/2021,70-79,17720,16665.0,6562.0,1854,1569.0,285.0
428,7/8/2021,80+,16591,15132.0,10047.0,4658,3729.0,929.0
429,7/9/2021,0-9,21583,20191.0,5733.0,1,1.0,0.0
431,7/9/2021,20-29,61369,54965.0,13187.0,10,10.0,0.0
432,7/9/2021,30-39,54440,49371.0,12305.0,43,41.0,2.0
433,7/9/2021,40-49,48814,44761.0,11279.0,152,120.0,32.0
434,7/9/2021,50-59,52165,48256.0,10044.0,465,394.0,71.0
435,7/9/2021,60-69,34535,32330.0,7839.0,1093,943.0,150.0
436,7/9/2021,70-79,17724,16670.0,6564.0,1854,1569.0,285.0
437,7/9/2021,80+,16592,15133.0,10047.0,4658,3729.0,929.0
438,7/12/2021,0-9,21589,20196.0,5735.0,1,1.0,0.0
440,7/12/2021,20-29,61383,54972.0,13190.0,10,10.0,0.0
441,7/12/2021,30-39,54455,49382.0,12308.0,43,41.0,2.0
442,7/12/2021,40-49,48819,44765.0,11280.0,152,120.0,32.0
443,7/12/2021,50-59,52169,48259.0,10045.0,465,394.0,71.0
444,7/12/2021,60-69,34538,32330.0,7839.0,1093,943.0,150.0
445,7/12/2021,70-79,17728,16673.0,6565.0,1854,1569.0,285.0
446,7/12/2021,80+,16598,15133.0,10051.0,4658,3729.0,929.0
447,7/13/2021,0-9,21600,20208.0,5738.0,1,1.0,0.0
449,7/13/2021,20-29,61442,55019.0,13202.0,10,10.0,0.0
450,7/13/2021,30-39,54492,49409.0,12317.0,43,41.0,2.0
451,7/13/2021,40-49,48845,44785.0,11286.0,152,120.0,32.0
452,7/13/2021,50-59,52188,48271.0,10048.0,465,394.0,71.0
453,7/13/2021,60-69,34554,32343.0,7843.0,1093,943.0,150.0
454,7/13/2021,70-79,17730,16677.0,6566.0,1854,1569.0,285.0
455,7/13/2021,80+,16599,15134.0,10051.0,4658,3729.0,929.0
456,9/17/2021,20-29,68075,60219.0,14628.0,11,11.0,0.0
457,9/17/2021,30-39,60275,54044.0,13624.0,46,44.0,2.0
458,9/17/2021,40-49,53246,48405.0,12303.0,161,129.0,32.0
459,9/17/2021,50-59,56085,51467.0,10798.0,494,416.0,78.0
460,9/17/2021,60-69,37199,34583.0,8443.0,1120,967.0,153.0
461,9/17/2021,70-79,19152,17895.0,7093.0,1893,1604.0,289.0
462,9/17/2021,80+,17398,15797.0,10535.0,4733,3787.0,946.0
463,12/15/2021,40-49,62614,56413.0,14468.0,182,146.0,36.0
464,12/15/2021,50-59,64843,58892.0,12485.0,533,447.0,86.0
465,12/15/2021,60-69,43539,40049.0,9882.0,1223,1049.0,174.0
466,12/15/2021,70-79,21931,20291.0,8122.0,2017,1700.0,317.0
467,12/15/2021,80+,19081,17248.0,11554.0,4960,3954.0,1006.0
468,2/28/2022,0-9,65481,60196.0,17394.0,2,2.0,0.0
470,2/28/2022,20-29,123643,108526.0,26568.0,25,22.0,3.0
471,2/28/2022,30-39,117836,104960.0,26634.0,95,78.0,17.0
472,2/28/2022,40-49,100170,89889.0,23146.0,234,190.0,44.0
473,2/28/2022,50-59,99090,89294.0,19079.0,684,579.0,105.0
474,2/28/2022,60-69,64762,58935.0,14700.0,1522,1298.0,224.0
475,2/28/2022,70-79,31842,29172.0,11792.0,2346,1966.0,380.0
476,2/28/2022,80+,25457,22706.0,15415.0,5558,4433.0,1125.0
477,3/1/2022,0-9,65501,60214.0,17400.0,2,2.0,0.0
479,3/1/2022,20-29,123672,108548.0,26574.0,25,22.0,3.0
480,3/1/2022,30-39,117853,104974.0,26638.0,95,78.0,17.0
481,3/1/2022,40-49,100190,89909.0,23150.0,234,190.0,44.0
482,3/1/2022,50-59,99111,89313.0,19083.0,684,579.0,105.0
483,3/1/2022,60-69,64781,58953.0,14704.0,1522,1298.0,224.0
484,3/1/2022,70-79,31851,29181.0,11796.0,2346,1966.0,380.0
485,3/1/2022,80+,25465,22715.0,15420.0,5559,4433.0,1126.0
486,3/2/2022,0-9,65522,60234.0,17405.0,2,2.0,0.0
488,3/2/2022,20-29,123731,108594.0,26587.0,25,22.0,3.0
489,3/2/2022,30-39,117888,105008.0,26646.0,97,80.0,17.0
490,3/2/2022,40-49,100216,89932.0,23156.0,236,192.0,44.0
491,3/2/2022,50-59,99133,89332.0,19087.0,687,581.0,106.0
492,3/2/2022,60-69,64808,58976.0,14710.0,1531,1307.0,224.0
493,3/2/2022,70-79,31864,29191.0,11801.0,2353,1972.0,381.0
494,3/2/2022,80+,25483,22726.0,15431.0,5577,4444.0,1133.0
495,3/3/2022,0-9,65582,60294.0,17421.0,2,2.0,0.0
497,3/3/2022,20-29,123855,108715.0,26613.0,25,22.0,3.0
498,3/3/2022,30-39,117982,105103.0,26667.0,98,81.0,17.0
499,3/3/2022,40-49,100286,90001.0,23173.0,236,192.0,44.0
500,3/3/2022,50-59,99186,89383.0,19097.0,688,582.0,106.0
501,3/3/2022,60-69,64861,59029.0,14722.0,1531,1307.0,224.0
502,3/3/2022,70-79,31902,29226.0,11815.0,2353,1972.0,381.0
503,3/3/2022,80+,25513,22757.0,15449.0,5578,4444.0,1134.0
504,3/4/2022,0-9,65651,60334.0,17440.0,2,2.0,0.0
506,3/4/2022,20-29,123933,108781.0,26630.0,25,22.0,3.0
507,3/4/2022,30-39,118040,105151.0,26680.0,100,83.0,17.0
508,3/4/2022,40-49,100320,90030.0,23180.0,236,192.0,44.0
509,3/4/2022,50-59,99235,89429.0,19107.0,691,585.0,106.0
510,3/4/2022,60-69,64895,59059.0,14730.0,1535,1311.0,224.0
511,3/4/2022,70-79,31927,29252.0,11824.0,2361,1979.0,382.0
512,3/4/2022,80+,25528,22767.0,15458.0,5589,4448.0,1141.0
513,3/7/2022,0-9,66015,60692.0,17536.0,2,2.0,0.0
514,7/14/2021,0-9,21623,20227.0,5744.0,1,1.0,0.0
516,7/14/2021,20-29,61475,55044.0,13209.0,10,10.0,0.0
517,7/14/2021,30-39,54519,49430.0,12323.0,43,41.0,2.0
518,7/14/2021,40-49,48850,44789.0,11287.0,152,120.0,32.0
519,7/14/2021,50-59,52203,48281.0,10051.0,465,394.0,71.0
520,7/14/2021,60-69,34565,32350.0,7846.0,1093,943.0,150.0
521,7/14/2021,70-79,17735,16679.0,6568.0,1854,1569.0,285.0
522,7/14/2021,80+,16602,15137.0,10053.0,4658,3729.0,929.0
523,7/15/2021,0-9,21635,20233.0,5747.0,1,1.0,0.0
525,7/15/2021,20-29,61510,55066.0,13217.0,10,10.0,0.0
526,7/15/2021,30-39,54551,49445.0,12330.0,43,41.0,2.0
527,7/15/2021,40-49,48868,44801.0,11292.0,152,120.0,32.0
528,7/15/2021,50-59,52222,48291.0,10055.0,466,394.0,72.0
529,7/15/2021,60-69,34572,32355.0,7847.0,1094,944.0,150.0
530,7/15/2021,70-79,17744,16685.0,6571.0,1855,1570.0,285.0
531,7/15/2021,80+,16602,15137.0,10053.0,4658,3729.0,929.0
532,7/16/2021,0-9,21645,20240.0,5750.0,1,1.0,0.0
534,7/16/2021,20-29,61545,55090.0,13224.0,10,10.0,0.0
535,7/16/2021,30-39,54579,49464.0,12336.0,43,41.0,2.0
536,7/16/2021,40-49,48890,44818.0,11297.0,152,120.0,32.0
537,7/16/2021,50-59,52238,48300.0,10058.0,466,394.0,72.0
538,7/16/2021,60-69,34578,32359.0,7848.0,1094,944.0,150.0
539,7/16/2021,70-79,17746,16687.0,6572.0,1855,1570.0,285.0
540,7/16/2021,80+,16604,15139.0,10054.0,4658,3729.0,929.0
541,7/19/2021,0-9,21685,20274.0,5760.0,1,1.0,0.0
543,7/19/2021,20-29,61645,55170.0,13246.0,10,10.0,0.0
544,7/19/2021,30-39,54644,49520.0,12351.0,43,41.0,2.0
545,7/19/2021,40-49,48934,44855.0,11307.0,152,120.0,32.0
546,7/19/2021,50-59,52296,48353.0,10069.0,466,394.0,72.0
547,7/19/2021,60-69,34599,32376.0,7853.0,1094,944.0,150.0
548,7/19/2021,70-79,17760,16698.0,6577.0,1855,1570.0,285.0
549,7/19/2021,80+,16607,15142.0,10056.0,4658,3729.0,929.0
550,7/20/2021,0-9,21702,20290.0,5765.0,1,1.0,0.0
552,7/20/2021,20-29,61691,55201.0,13256.0,10,10.0,0.0
553,7/20/2021,30-39,54686,49554.0,12360.0,43,41.0,2.0
554,7/20/2021,40-49,48961,44877.0,11313.0,152,120.0,32.0
555,7/20/2021,50-59,52331,48375.0,10076.0,466,395.0,71.0
556,7/20/2021,60-69,34618,32393.0,7858.0,1094,944.0,150.0
557,7/20/2021,70-79,17767,16703.0,6580.0,1855,1570.0,285.0
558,7/20/2021,80+,16609,15145.0,10057.0,4658,3729.0,929.0
559,7/21/2021,0-9,21733,20315.0,5773.0,1,1.0,0.0
561,7/21/2021,20-29,61744,55229.0,13267.0,10,10.0,0.0
562,7/21/2021,30-39,54719,49577.0,12368.0,43,41.0,2.0
563,7/21/2021,40-49,48991,44893.0,11320.0,152,120.0,32.0
564,7/21/2021,50-59,52356,48393.0,10081.0,466,395.0,71.0
565,7/21/2021,60-69,34633,32402.0,7861.0,1094,944.0,150.0
566,7/21/2021,70-79,17773,16705.0,6582.0,1855,1570.0,285.0
567,7/21/2021,80+,16611,15146.0,10059.0,4658,3729.0,929.0
568,7/22/2021,0-9,21767,20347.0,5782.0,1,1.0,0.0
570,7/22/2021,20-29,61811,55280.0,13282.0,10,10.0,0.0
571,7/22/2021,30-39,54764,49611.0,12378.0,43,41.0,2.0
572,7/22/2021,40-49,49029,44926.0,11329.0,153,121.0,32.0
573,7/22/2021,50-59,52397,48422.0,10088.0,466,395.0,71.0
574,7/22/2021,60-69,34653,32419.0,7865.0,1094,944.0,150.0
575,7/22/2021,70-79,17780,16712.0,6585.0,1857,1572.0,285.0
576,7/22/2021,80+,16616,15151.0,10062.0,4659,3730.0,929.0
577,7/23/2021,0-9,21787,20365.0,5788.0,1,1.0,0.0
579,7/23/2021,20-29,61868,55325.0,13294.0,10,10.0,0.0
580,7/23/2021,30-39,54796,49639.0,12385.0,43,41.0,2.0
581,7/23/2021,40-49,49062,44952.0,11336.0,153,121.0,32.0
582,7/23/2021,50-59,52424,48449.0,10094.0,466,395.0,71.0
583,7/23/2021,60-69,34666,32430.0,7868.0,1094,944.0,150.0
584,7/23/2021,70-79,17783,16716.0,6586.0,1857,1572.0,285.0
585,7/23/2021,80+,16617,15152.0,10062.0,4659,3730.0,929.0
586,9/20/2021,0-9,25767,23860.0,6845.0,1,1.0,0.0
588,9/20/2021,20-29,68291,60421.0,14674.0,11,11.0,0.0
589,9/20/2021,30-39,60501,54252.0,13675.0,46,44.0,2.0
590,9/20/2021,40-49,53410,48558.0,12341.0,161,129.0,32.0
591,9/20/2021,50-59,56222,51590.0,10825.0,494,416.0,78.0
592,9/20/2021,60-69,37321,34698.0,8471.0,1120,967.0,153.0
593,9/20/2021,70-79,19228,17970.0,7121.0,1893,1604.0,289.0
594,9/20/2021,80+,17438,15832.0,10559.0,4732,3786.0,946.0
595,9/21/2021,0-9,25819,23911.0,6859.0,2,1.0,1.0
597,9/21/2021,20-29,68351,60483.0,14687.0,11,11.0,0.0
598,9/21/2021,30-39,60563,54312.0,13689.0,46,44.0,2.0
599,9/21/2021,40-49,53464,48611.0,12354.0,161,129.0,32.0
600,9/21/2021,50-59,56272,51642.0,10834.0,496,418.0,78.0
601,9/21/2021,60-69,37364,34741.0,8481.0,1120,967.0,153.0
602,9/21/2021,70-79,19253,17995.0,7130.0,1898,1608.0,290.0
603,9/21/2021,80+,17451,15843.0,10567.0,4739,3791.0,948.0
604,9/22/2021,0-9,25904,23994.0,6881.0,2,1.0,1.0
606,9/22/2021,20-29,68412,60544.0,14700.0,11,11.0,0.0
607,9/22/2021,30-39,60640,54394.0,13706.0,47,45.0,2.0
608,9/22/2021,40-49,53542,48684.0,12372.0,161,129.0,32.0
609,9/22/2021,50-59,56332,51703.0,10846.0,496,418.0,78.0
610,9/22/2021,60-69,37400,34777.0,8489.0,1121,968.0,153.0
611,9/22/2021,70-79,19269,18010.0,7136.0,1899,1609.0,290.0
612,9/22/2021,80+,17458,15851.0,10572.0,4743,3796.0,947.0
613,9/23/2021,0-9,25990,24076.0,6904.0,1,1.0,0.0
615,9/23/2021,20-29,68502,60631.0,14719.0,11,11.0,0.0
616,9/23/2021,30-39,60732,54480.0,13727.0,47,45.0,2.0
617,9/23/2021,40-49,53627,48766.0,12391.0,161,129.0,32.0
618,9/23/2021,50-59,56392,51763.0,10858.0,496,418.0,78.0
619,9/23/2021,60-69,37453,34827.0,8501.0,1121,968.0,153.0
620,9/23/2021,70-79,19292,18035.0,7145.0,1899,1609.0,290.0
621,9/23/2021,80+,17466,15859.0,10576.0,4743,3796.0,947.0
622,9/24/2021,0-9,26051,24132.0,6920.0,1,1.0,0.0
624,9/24/2021,20-29,68570,60693.0,14734.0,11,11.0,0.0
625,9/24/2021,30-39,60811,54555.0,13745.0,47,45.0,2.0
626,9/24/2021,40-49,53684,48818.0,12404.0,162,130.0,32.0
627,9/24/2021,50-59,56447,51816.0,10868.0,497,419.0,78.0
628,9/24/2021,60-69,37501,34871.0,8512.0,1129,976.0,153.0
629,9/24/2021,70-79,19313,18054.0,7152.0,1901,1610.0,291.0
630,9/24/2021,80+,17479,15871.0,10584.0,4749,3800.0,949.0
631,9/27/2021,0-9,26229,24269.0,6967.0,1,1.0,0.0
633,9/27/2021,20-29,68792,60861.0,14782.0,12,11.0,1.0
634,9/27/2021,30-39,61056,54758.0,13800.0,47,44.0,3.0
635,9/27/2021,40-49,53839,48947.0,12440.0,161,129.0,32.0
636,9/27/2021,50-59,56610,51952.0,10900.0,504,420.0,84.0
637,9/27/2021,60-69,37623,34966.0,8540.0,1140,983.0,157.0
638,9/27/2021,70-79,19381,18093.0,7178.0,1920,1616.0,304.0
639,9/27/2021,80+,17558,15901.0,10632.0,4804,3817.0,987.0
640,9/28/2021,0-9,26294,24330.0,6985.0,1,1.0,0.0
642,9/28/2021,20-29,68870,60927.0,14798.0,13,12.0,1.0
643,9/28/2021,30-39,61145,54839.0,13820.0,48,45.0,3.0
644,7/26/2021,0-9,21846,20417.0,5803.0,1,1.0,0.0
646,7/26/2021,20-29,62006,55418.0,13324.0,10,10.0,0.0
647,7/26/2021,30-39,54900,49710.0,12409.0,43,41.0,2.0
648,7/26/2021,40-49,49134,45012.0,11353.0,153,121.0,32.0
649,7/26/2021,50-59,52481,48488.0,10105.0,466,395.0,71.0
650,7/26/2021,60-69,34715,32469.0,7880.0,1094,944.0,150.0
651,7/26/2021,70-79,17796,16726.0,6591.0,1858,1572.0,286.0
652,7/26/2021,80+,16632,15163.0,10071.0,4660,3731.0,929.0
653,7/27/2021,0-9,21899,20463.0,5817.0,1,1.0,0.0
655,7/27/2021,20-29,62115,55512.0,13347.0,10,10.0,0.0
656,7/27/2021,30-39,54994,49790.0,12430.0,43,41.0,2.0
657,7/27/2021,40-49,49198,45067.0,11368.0,153,121.0,32.0
658,7/27/2021,50-59,52529,48528.0,10114.0,466,395.0,71.0
659,7/27/2021,60-69,34747,32494.0,7887.0,1094,944.0,150.0
660,7/27/2021,70-79,17819,16747.0,6599.0,1858,1572.0,286.0
661,7/27/2021,80+,16639,15169.0,10076.0,4660,3731.0,929.0
662,7/28/2021,0-9,21940,20499.0,5828.0,1,1.0,0.0
664,7/28/2021,20-29,62193,55577.0,13364.0,10,10.0,0.0
665,7/28/2021,30-39,55065,49845.0,12446.0,43,41.0,2.0
666,7/28/2021,40-49,49251,45111.0,11380.0,153,121.0,32.0
667,7/28/2021,50-59,52580,48569.0,10124.0,466,395.0,71.0
668,7/28/2021,60-69,34772,32516.0,7892.0,1094,944.0,150.0
669,7/28/2021,70-79,17833,16758.0,6604.0,1858,1572.0,286.0
670,7/28/2021,80+,16646,15175.0,10080.0,4660,3731.0,929.0
671,7/29/2021,0-9,21976,20532.0,5838.0,1,1.0,0.0
673,7/29/2021,20-29,62275,55644.0,13381.0,10,10.0,0.0
674,7/29/2021,30-39,55119,49888.0,12458.0,43,41.0,2.0
675,7/29/2021,40-49,49298,45146.0,11391.0,153,121.0,32.0
676,7/29/2021,50-59,52619,48601.0,10131.0,467,395.0,72.0
677,7/29/2021,60-69,34794,32534.0,7897.0,1095,945.0,150.0
678,7/29/2021,70-79,17845,16769.0,6609.0,1860,1574.0,286.0
679,7/29/2021,80+,16653,15179.0,10084.0,4661,3731.0,930.0
680,7/30/2021,0-9,22031,20581.0,5852.0,1,1.0,0.0
682,7/30/2021,20-29,62400,55734.0,13408.0,10,10.0,0.0
683,7/30/2021,30-39,55227,49963.0,12483.0,43,41.0,2.0
684,7/30/2021,40-49,49342,45175.0,11401.0,153,121.0,32.0
685,7/30/2021,50-59,52669,48636.0,10141.0,467,395.0,72.0
686,7/30/2021,60-69,34833,32561.0,7906.0,1095,945.0,150.0
687,7/30/2021,70-79,17849,16773.0,6610.0,1860,1574.0,286.0
688,7/30/2021,80+,16662,15185.0,10090.0,4661,3731.0,930.0
689,8/2/2021,0-9,22162,20693.0,5887.0,1,1.0,0.0
691,8/2/2021,20-29,62681,55956.0,13469.0,10,10.0,0.0
692,8/2/2021,30-39,55453,50137.0,12534.0,43,41.0,2.0
693,8/2/2021,40-49,49518,45326.0,11442.0,153,121.0,32.0
694,8/2/2021,50-59,52780,48723.0,10162.0,467,395.0,72.0
695,8/2/2021,60-69,34922,32640.0,7927.0,1095,945.0,150.0
696,8/2/2021,70-79,17895,16809.0,6627.0,1860,1574.0,286.0
697,8/2/2021,80+,16684,15200.0,10103.0,4661,3731.0,930.0
698,8/3/2021,0-9,22214,20743.0,5901.0,1,1.0,0.0
700,8/3/2021,20-29,62805,56072.0,13495.0,10,10.0,0.0
701,8/3/2021,30-39,55555,50238.0,12557.0,43,41.0,2.0
702,8/3/2021,40-49,49585,45397.0,11457.0,153,121.0,32.0
703,8/3/2021,50-59,52843,48786.0,10174.0,467,395.0,72.0
704,8/3/2021,60-69,34971,32688.0,7938.0,1095,945.0,150.0
705,8/3/2021,70-79,17931,16844.0,6641.0,1860,1574.0,286.0
706,8/3/2021,80+,16702,15219.0,10114.0,4660,3734.0,926.0
707,8/4/2021,0-9,22273,20787.0,5917.0,1,1.0,0.0
709,8/4/2021,20-29,62941,56158.0,13524.0,10,10.0,0.0
710,8/4/2021,30-39,55647,50293.0,12578.0,43,41.0,2.0
711,8/4/2021,40-49,49649,45448.0,11472.0,153,121.0,32.0
712,8/4/2021,50-59,52899,48828.0,10185.0,467,395.0,72.0
713,8/4/2021,60-69,35000,32708.0,7944.0,1095,945.0,150.0
714,8/4/2021,70-79,17948,16859.0,6647.0,1860,1574.0,286.0
715,8/4/2021,80+,16712,15227.0,10120.0,4660,3734.0,926.0
716,9/28/2021,40-49,53919,49022.0,12459.0,165,131.0,34.0
717,9/28/2021,50-59,56662,51998.0,10910.0,510,424.0,86.0
718,9/28/2021,60-69,37677,35018.0,8552.0,1146,988.0,158.0
719,9/28/2021,70-79,19416,18125.0,7191.0,1930,1625.0,305.0
720,9/28/2021,80+,17570,15910.0,10639.0,4809,3819.0,990.0
721,12/16/2021,0-9,33977,31212.0,9026.0,1,1.0,0.0
723,12/16/2021,20-29,78758,68985.0,16923.0,19,16.0,3.0
724,12/16/2021,30-39,71916,63928.0,16255.0,63,54.0,9.0
725,12/16/2021,40-49,62867,56643.0,14526.0,182,146.0,36.0
726,12/16/2021,50-59,65038,59069.0,12522.0,533,447.0,86.0
727,12/16/2021,60-69,43655,40152.0,9909.0,1223,1049.0,174.0
728,12/16/2021,70-79,21987,20339.0,8143.0,2017,1700.0,317.0
729,12/16/2021,80+,19103,17266.0,11568.0,4960,3954.0,1006.0
730,12/17/2021,0-9,34182,31401.0,9080.0,1,1.0,0.0
732,12/17/2021,20-29,79009,69157.0,16977.0,19,16.0,3.0
733,12/17/2021,30-39,72192,64132.0,16317.0,63,54.0,9.0
734,12/17/2021,40-49,63088,56812.0,14577.0,182,146.0,36.0
735,12/17/2021,50-59,65206,59204.0,12555.0,533,447.0,86.0
736,12/17/2021,60-69,43773,40251.0,9936.0,1223,1049.0,174.0
737,12/17/2021,70-79,22026,20377.0,8157.0,2017,1700.0,317.0
738,12/17/2021,80+,19130,17291.0,11584.0,4960,3954.0,1006.0
739,12/20/2021,0-9,35032,32225.0,9306.0,1,1.0,0.0
741,12/20/2021,20-29,80060,70135.0,17203.0,19,16.0,3.0
742,12/20/2021,30-39,73242,65137.0,16555.0,63,53.0,10.0
743,12/20/2021,40-49,63947,57637.0,14776.0,185,149.0,36.0
744,12/20/2021,50-59,65930,59885.0,12694.0,539,452.0,87.0
745,12/20/2021,60-69,44220,40684.0,10037.0,1228,1051.0,177.0
746,12/20/2021,70-79,22211,20556.0,8226.0,2027,1709.0,318.0
747,12/20/2021,80+,19227,17384.0,11643.0,4976,3965.0,1011.0
748,12/21/2021,0-9,35740,32864.0,9494.0,1,1.0,0.0
750,12/21/2021,20-29,81024,70934.0,17410.0,19,16.0,3.0
751,12/21/2021,30-39,74298,66020.0,16793.0,67,57.0,10.0
752,12/21/2021,40-49,64813,58390.0,14976.0,187,150.0,37.0
753,12/21/2021,50-59,66715,60534.0,12845.0,543,456.0,87.0
754,12/21/2021,60-69,44644,41050.0,10133.0,1234,1056.0,178.0
755,12/21/2021,70-79,22399,20714.0,8295.0,2033,1710.0,323.0
756,12/21/2021,80+,19321,17461.0,11700.0,4988,3974.0,1014.0
757,12/22/2021,0-9,36163,33269.0,9606.0,1,1.0,0.0
759,12/22/2021,20-29,81585,71454.0,17531.0,19,16.0,3.0
760,12/22/2021,30-39,74903,66577.0,16930.0,67,58.0,9.0
761,12/22/2021,40-49,65263,58809.0,15080.0,187,150.0,37.0
762,12/22/2021,50-59,67105,60885.0,12920.0,543,456.0,87.0
763,12/22/2021,60-69,44901,41281.0,10192.0,1235,1057.0,178.0
764,12/22/2021,70-79,22482,20788.0,8326.0,2034,1711.0,323.0
765,12/22/2021,80+,19356,17496.0,11721.0,4988,3974.0,1014.0
766,12/23/2021,0-9,36507,33586.0,9698.0,1,1.0,0.0
768,12/23/2021,20-29,82201,71989.0,17663.0,19,16.0,3.0
769,12/23/2021,30-39,75523,67108.0,17070.0,67,58.0,9.0
770,12/23/2021,40-49,65764,59248.0,15196.0,187,150.0,37.0
771,12/23/2021,50-59,67558,61290.0,13007.0,543,456.0,87.0
772,12/23/2021,60-69,45111,41460.0,10239.0,1235,1057.0,178.0
773,12/23/2021,70-79,22560,20859.0,8355.0,2033,1710.0,323.0
774,8/5/2021,0-9,22367,20877.0,5942.0,1,1.0,0.0
776,8/5/2021,20-29,63090,56280.0,13556.0,10,10.0,0.0
777,8/5/2021,30-39,55758,50396.0,12603.0,44,42.0,2.0
778,8/5/2021,40-49,49716,45510.0,11488.0,153,121.0,32.0
779,8/5/2021,50-59,52959,48883.0,10197.0,468,396.0,72.0
780,8/5/2021,60-69,35038,32742.0,7953.0,1095,945.0,150.0
781,8/5/2021,70-79,17975,16883.0,6657.0,1860,1574.0,286.0
782,8/5/2021,80+,16727,15240.0,10129.0,4662,3735.0,927.0
783,8/6/2021,0-9,22440,20933.0,5961.0,1,1.0,0.0
785,8/6/2021,20-29,63278,56434.0,13597.0,10,10.0,0.0
786,8/6/2021,30-39,55888,50497.0,12632.0,44,42.0,2.0
787,8/6/2021,40-49,49799,45578.0,11507.0,153,121.0,32.0
788,8/6/2021,50-59,53046,48957.0,10213.0,468,396.0,72.0
789,8/6/2021,60-69,35083,32779.0,7963.0,1095,945.0,150.0
790,8/6/2021,70-79,18002,16908.0,6667.0,1860,1574.0,286.0
791,8/6/2021,80+,16741,15251.0,10137.0,4662,3735.0,927.0
792,8/9/2021,0-9,22585,21059.0,6000.0,1,1.0,0.0
794,8/9/2021,20-29,63535,56634.0,13652.0,10,10.0,0.0
795,8/9/2021,30-39,56108,50670.0,12682.0,44,42.0,2.0
796,8/9/2021,40-49,49972,45729.0,11547.0,153,121.0,32.0
797,8/9/2021,50-59,53171,49069.0,10237.0,468,397.0,71.0
798,8/9/2021,60-69,35171,32856.0,7983.0,1095,945.0,150.0
799,8/9/2021,70-79,18057,16957.0,6687.0,1860,1574.0,286.0
800,8/9/2021,80+,16775,15274.0,10158.0,4662,3735.0,927.0
801,8/10/2021,0-9,22607,21082.0,6005.0,1,1.0,0.0
803,8/10/2021,20-29,63584,56686.0,13663.0,10,10.0,0.0
804,8/10/2021,30-39,56160,50723.0,12694.0,44,42.0,2.0
805,8/10/2021,40-49,50010,45770.0,11556.0,153,121.0,32.0
806,8/10/2021,50-59,53200,49100.0,10243.0,469,397.0,72.0
807,8/10/2021,60-69,35202,32884.0,7990.0,1095,945.0,150.0
808,8/10/2021,70-79,18074,16973.0,6694.0,1860,1574.0,286.0
809,8/10/2021,80+,16781,15280.0,10162.0,4662,3735.0,927.0
810,8/11/2021,0-9,22685,21150.0,6026.0,1,1.0,0.0
812,8/11/2021,20-29,63764,56828.0,13701.0,10,10.0,0.0
813,8/11/2021,30-39,56314,50865.0,12728.0,44,42.0,2.0
814,8/11/2021,40-49,50143,45886.0,11586.0,153,121.0,32.0
815,8/11/2021,50-59,53302,49181.0,10263.0,469,397.0,72.0
816,8/11/2021,60-69,35276,32950.0,8007.0,1095,945.0,150.0
817,8/11/2021,70-79,18120,17015.0,6711.0,1860,1574.0,286.0
818,8/11/2021,80+,16803,15299.0,10175.0,4662,3735.0,927.0
819,8/12/2021,0-9,22771,21228.0,6049.0,1,1.0,0.0
821,8/12/2021,20-29,63915,56958.0,13734.0,10,10.0,0.0
822,8/12/2021,30-39,56433,50964.0,12755.0,44,42.0,2.0
823,8/12/2021,40-49,50237,45974.0,11608.0,154,122.0,32.0
824,8/12/2021,50-59,53397,49269.0,10281.0,471,399.0,72.0
825,8/12/2021,60-69,35331,33003.0,8019.0,1096,946.0,150.0
826,8/12/2021,70-79,18161,17054.0,6726.0,1862,1576.0,286.0
827,8/12/2021,80+,16816,15311.0,10183.0,4666,3737.0,929.0
828,8/13/2021,0-9,22826,21275.0,6064.0,1,1.0,0.0
830,8/13/2021,20-29,64019,57042.0,13756.0,10,10.0,0.0
831,8/13/2021,30-39,56537,51037.0,12779.0,44,42.0,2.0
832,8/13/2021,40-49,50313,46033.0,11626.0,154,122.0,32.0
833,8/13/2021,50-59,53465,49325.0,10294.0,471,399.0,72.0
834,8/13/2021,60-69,35376,33040.0,8030.0,1096,946.0,150.0
835,8/13/2021,70-79,18182,17072.0,6734.0,1862,1576.0,286.0
836,8/13/2021,80+,16827,15322.0,10189.0,4666,3738.0,928.0
837,8/16/2021,0-9,23015,21443.0,6114.0,1,1.0,0.0
839,8/16/2021,20-29,64350,57303.0,13827.0,10,10.0,0.0
840,8/16/2021,30-39,56793,51246.0,12837.0,44,42.0,2.0
841,8/16/2021,40-49,50550,46223.0,11680.0,154,122.0,32.0
842,8/16/2021,50-59,53611,49446.0,10322.0,471,399.0,72.0
843,8/16/2021,60-69,35487,33137.0,8055.0,1096,946.0,150.0
844,8/16/2021,70-79,18234,17122.0,6753.0,1862,1576.0,286.0
845,8/16/2021,80+,16872,15363.0,10217.0,4666,3738.0,928.0
846,9/29/2021,0-9,26358,24383.0,7002.0,1,1.0,0.0
848,9/29/2021,20-29,68932,60979.0,14812.0,13,12.0,1.0
849,9/29/2021,30-39,61214,54903.0,13836.0,48,45.0,3.0
850,9/29/2021,40-49,53988,49083.0,12475.0,165,131.0,34.0
