,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
4039,4/16/2020,40-49,2534,0.0,575.0,20,0.0,0.0
4040,4/16/2020,50-59,3050,0.0,576.0,40,0.0,0.0
4041,4/16/2020,60-69,2545,0.0,588.0,138,0.0,0.0
4042,4/16/2020,70-79,1477,0.0,567.0,218,0.0,0.0
4043,4/16/2020,80+,1734,0.0,1056.0,539,0.0,0.0
4044,4/17/2020,0-9,130,0.0,34.0,1,0.0,0.0
4046,4/17/2020,20-29,1781,0.0,382.0,3,0.0,0.0
4047,4/17/2020,30-39,2379,0.0,540.0,11,0.0,0.0
4048,4/17/2020,40-49,2683,0.0,609.0,21,0.0,0.0
4049,4/17/2020,50-59,3248,0.0,613.0,44,0.0,0.0
4050,4/17/2020,60-69,2683,0.0,620.0,143,0.0,0.0
4051,4/17/2020,70-79,1541,0.0,591.0,231,0.0,0.0
4052,4/17/2020,80+,1866,0.0,1137.0,579,0.0,0.0
4053,4/18/2020,0-9,133,0.0,35.0,1,0.0,0.0
4055,4/18/2020,20-29,1854,0.0,398.0,3,0.0,0.0
4056,4/18/2020,30-39,2469,0.0,561.0,11,0.0,0.0
4057,4/18/2020,40-49,2791,0.0,634.0,22,0.0,0.0
4058,4/18/2020,50-59,3375,0.0,637.0,44,0.0,0.0
4059,4/18/2020,60-69,2805,0.0,648.0,151,0.0,0.0
4060,4/18/2020,70-79,1618,0.0,621.0,245,0.0,0.0
4061,4/18/2020,80+,1994,0.0,1215.0,605,0.0,0.0
4062,4/19/2020,0-9,138,0.0,36.0,1,0.0,0.0
4064,4/19/2020,20-29,1884,0.0,404.0,3,0.0,0.0
4065,4/19/2020,30-39,2520,0.0,572.0,11,0.0,0.0
4066,4/19/2020,40-49,2846,0.0,646.0,22,0.0,0.0
4067,4/19/2020,50-59,3433,0.0,648.0,45,0.0,0.0
4068,4/19/2020,60-69,2871,0.0,664.0,158,0.0,0.0
4069,4/19/2020,70-79,1662,0.0,638.0,253,0.0,0.0
4070,4/19/2020,80+,2095,0.0,1276.0,630,0.0,0.0
4071,4/20/2020,0-9,137,0.0,36.0,1,0.0,0.0
4073,4/20/2020,20-29,2013,0.0,432.0,3,0.0,0.0
4074,4/20/2020,30-39,2718,0.0,617.0,12,0.0,0.0
4075,4/20/2020,40-49,3048,0.0,692.0,28,0.0,0.0
4076,4/20/2020,50-59,3696,0.0,698.0,58,0.0,0.0
4077,4/20/2020,60-69,3162,0.0,731.0,192,0.0,0.0
4078,4/20/2020,70-79,1901,0.0,729.0,300,0.0,0.0
4079,4/20/2020,80+,2533,0.0,1543.0,733,0.0,0.0
4080,4/21/2020,0-9,144,0.0,38.0,1,0.0,0.0
4081,4/21/2020,50-59,3774,0.0,713.0,63,0.0,0.0
4082,4/21/2020,60-69,3247,0.0,750.0,204,0.0,0.0
4083,4/21/2020,70-79,1948,0.0,747.0,319,0.0,0.0
4084,4/21/2020,80+,2624,0.0,1598.0,787,0.0,0.0
4085,4/22/2020,0-9,166,0.0,44.0,1,0.0,0.0
4087,4/22/2020,20-29,2313,0.0,496.0,3,0.0,0.0
4088,4/22/2020,30-39,3136,0.0,712.0,14,0.0,0.0
4089,4/22/2020,40-49,3450,0.0,783.0,30,0.0,0.0
4090,4/22/2020,50-59,4232,0.0,799.0,69,0.0,0.0
4091,4/22/2020,60-69,3549,0.0,820.0,222,0.0,0.0
4092,4/22/2020,70-79,2114,0.0,811.0,344,0.0,0.0
4093,4/22/2020,80+,2828,0.0,1723.0,858,0.0,0.0
4094,4/23/2020,0-9,169,0.0,45.0,1,0.0,0.0
4096,4/23/2020,20-29,2397,0.0,514.0,4,0.0,0.0
4097,4/23/2020,30-39,3204,0.0,728.0,15,0.0,0.0
4098,4/23/2020,40-49,3537,0.0,803.0,30,0.0,0.0
4099,4/23/2020,50-59,4335,0.0,819.0,75,0.0,0.0
4100,4/23/2020,60-69,3632,0.0,839.0,228,0.0,0.0
4101,4/23/2020,70-79,2172,0.0,833.0,366,0.0,0.0
4102,4/23/2020,80+,2951,0.0,1798.0,915,0.0,0.0
4103,4/24/2020,0-9,176,0.0,46.0,1,0.0,0.0
4105,4/24/2020,20-29,2465,0.0,529.0,4,0.0,0.0
4106,4/24/2020,30-39,3322,0.0,754.0,16,0.0,0.0
4107,4/24/2020,40-49,3621,0.0,822.0,31,0.0,0.0
4108,4/24/2020,50-59,4464,0.0,843.0,78,0.0,0.0
4109,4/24/2020,60-69,3739,0.0,864.0,240,0.0,0.0
4110,4/24/2020,70-79,2283,0.0,876.0,398,0.0,0.0
4111,4/24/2020,80+,3134,0.0,1909.0,992,0.0,0.0
4112,4/25/2020,0-9,178,0.0,47.0,1,0.0,0.0
4114,4/25/2020,20-29,2576,0.0,553.0,3,0.0,0.0
4115,4/25/2020,30-39,3428,0.0,778.0,16,0.0,0.0
4116,4/25/2020,40-49,3708,0.0,842.0,31,0.0,0.0
4117,4/25/2020,50-59,4576,0.0,864.0,84,0.0,0.0
4118,4/25/2020,60-69,3824,0.0,884.0,250,0.0,0.0
4119,4/25/2020,70-79,2338,0.0,897.0,423,0.0,0.0
4120,4/25/2020,80+,3225,0.0,1964.0,1049,0.0,0.0
4121,4/26/2020,0-9,184,0.0,49.0,1,0.0,0.0
4123,4/26/2020,20-29,2647,0.0,568.0,3,0.0,0.0
4124,4/26/2020,30-39,3509,0.0,797.0,16,0.0,0.0
4125,4/26/2020,40-49,3788,0.0,860.0,31,0.0,0.0
4126,4/26/2020,50-59,4689,0.0,886.0,88,0.0,0.0
4127,4/26/2020,60-69,3903,0.0,902.0,258,0.0,0.0
4128,4/26/2020,70-79,2433,0.0,933.0,434,0.0,0.0
4129,4/26/2020,80+,3382,0.0,2060.0,1091,0.0,0.0
4130,4/27/2020,0-9,188,0.0,50.0,1,0.0,0.0
4132,4/27/2020,20-29,2750,0.0,590.0,3,0.0,0.0
4133,4/27/2020,30-39,3614,0.0,821.0,16,0.0,0.0
4134,4/27/2020,40-49,3885,0.0,882.0,31,0.0,0.0
4135,4/27/2020,50-59,4796,0.0,906.0,92,0.0,0.0
4136,4/27/2020,60-69,4011,0.0,927.0,270,0.0,0.0
4137,4/27/2020,70-79,2501,0.0,960.0,455,0.0,0.0
4138,4/27/2020,80+,3498,0.0,2131.0,1141,0.0,0.0
4139,4/28/2020,0-9,190,0.0,50.0,1,0.0,0.0
4141,4/28/2020,20-29,2770,0.0,594.0,3,0.0,0.0
4142,4/28/2020,30-39,3651,0.0,829.0,17,0.0,0.0
4143,4/28/2020,40-49,3905,0.0,887.0,31,0.0,0.0
4144,4/28/2020,50-59,4840,0.0,914.0,96,0.0,0.0
4145,4/28/2020,60-69,4053,0.0,937.0,274,0.0,0.0
4146,4/28/2020,70-79,2545,0.0,976.0,468,0.0,0.0
4147,4/28/2020,80+,3593,0.0,2189.0,1195,0.0,0.0
4148,4/29/2020,0-9,199,0.0,52.0,1,0.0,0.0
4150,4/29/2020,20-29,2820,0.0,605.0,3,0.0,0.0
4151,4/29/2020,30-39,3695,0.0,839.0,16,0.0,0.0
4152,4/29/2020,40-49,3952,0.0,897.0,31,0.0,0.0
4153,4/29/2020,50-59,4894,0.0,924.0,98,0.0,0.0
4154,4/29/2020,60-69,4124,0.0,953.0,279,0.0,0.0
4155,4/29/2020,70-79,2609,0.0,1001.0,486,0.0,0.0
4156,4/29/2020,80+,3704,0.0,2256.0,1249,0.0,0.0
4157,4/30/2020,0-9,207,0.0,55.0,1,0.0,0.0
4159,4/30/2020,20-29,2936,0.0,630.0,3,0.0,0.0
4160,4/30/2020,30-39,3821,0.0,868.0,18,0.0,0.0
4161,4/30/2020,40-49,4063,0.0,922.0,31,0.0,0.0
4162,4/30/2020,50-59,5040,0.0,952.0,101,0.0,0.0
4163,4/30/2020,60-69,4259,0.0,984.0,290,0.0,0.0
4164,4/30/2020,70-79,2712,0.0,1041.0,507,0.0,0.0
4165,4/30/2020,80+,3860,0.0,2351.0,1301,0.0,0.0
4166,5/1/2020,0-9,214,0.0,56.0,1,0.0,0.0
4168,5/1/2020,20-29,3051,0.0,655.0,3,0.0,0.0
4169,5/1/2020,30-39,3977,0.0,903.0,18,0.0,0.0
4170,5/1/2020,40-49,4227,0.0,960.0,32,0.0,0.0
4171,5/1/2020,50-59,5218,0.0,986.0,102,0.0,0.0
4172,5/1/2020,60-69,4413,0.0,1020.0,300,0.0,0.0
4173,5/1/2020,70-79,2808,0.0,1077.0,521,0.0,0.0
4174,5/1/2020,80+,4063,0.0,2475.0,1357,0.0,0.0
4175,5/2/2020,0-9,220,0.0,58.0,1,0.0,0.0
4177,5/2/2020,20-29,3122,0.0,670.0,4,0.0,0.0
4178,5/2/2020,30-39,4042,0.0,918.0,18,0.0,0.0
4179,5/2/2020,40-49,4298,0.0,976.0,33,0.0,0.0
4180,5/2/2020,50-59,5297,0.0,1000.0,104,0.0,0.0
4181,5/2/2020,60-69,4483,0.0,1036.0,309,0.0,0.0
4182,5/2/2020,70-79,2872,0.0,1102.0,535,0.0,0.0
4183,5/2/2020,80+,4193,0.0,2554.0,1426,0.0,0.0
4184,5/3/2020,0-9,226,0.0,60.0,1,0.0,0.0
4186,5/3/2020,20-29,3190,0.0,684.0,4,0.0,0.0
4187,5/3/2020,30-39,4151,0.0,943.0,18,0.0,0.0
4188,5/3/2020,40-49,4401,0.0,999.0,37,0.0,0.0
4189,5/3/2020,50-59,5405,0.0,1021.0,111,0.0,0.0
4190,5/3/2020,60-69,4583,0.0,1059.0,324,0.0,0.0
4191,5/3/2020,70-79,2946,0.0,1130.0,558,0.0,0.0
4192,5/3/2020,80+,4307,0.0,2624.0,1499,0.0,0.0
4193,5/4/2020,0-9,239,0.0,63.0,1,0.0,0.0
4195,5/4/2020,20-29,3292,0.0,706.0,4,0.0,0.0
4196,5/4/2020,30-39,4254,0.0,966.0,18,0.0,0.0
4197,5/4/2020,40-49,4491,0.0,1020.0,38,0.0,0.0
4198,5/4/2020,50-59,5493,0.0,1038.0,116,0.0,0.0
4199,5/4/2020,60-69,4663,0.0,1078.0,328,0.0,0.0
4200,5/4/2020,70-79,3010,0.0,1155.0,581,0.0,0.0
4201,5/4/2020,80+,4400,0.0,2680.0,1543,0.0,0.0
4202,5/20/2020,0-9,409,0.0,108.0,1,0.0,0.0
4204,5/20/2020,20-29,4368,0.0,937.0,4,0.0,0.0
4205,5/20/2020,30-39,5449,0.0,1237.0,20,0.0,0.0
4206,5/20/2020,40-49,5571,0.0,1265.0,50,0.0,0.0
4207,5/20/2020,50-59,6857,0.0,1295.0,150,0.0,0.0
4208,5/20/2020,60-69,5787,0.0,1338.0,443,0.0,0.0
4209,5/20/2020,70-79,3842,0.0,1474.0,774,0.0,0.0
4210,5/20/2020,80+,5863,0.0,3571.0,2138,0.0,0.0
4211,5/31/2020,0-9,515,494.0,136.0,1,1.0,0.0
4213,5/31/2020,20-29,4829,4648.0,1036.0,4,4.0,0.0
4214,5/31/2020,30-39,5948,5760.0,1351.0,19,19.0,0.0
4215,5/31/2020,40-49,6015,5835.0,1366.0,52,42.0,10.0
4216,5/31/2020,50-59,7349,7083.0,1388.0,156,125.0,31.0
4217,5/31/2020,60-69,6198,5954.0,1433.0,499,419.0,80.0
4218,5/31/2020,70-79,4133,3887.0,1586.0,844,688.0,156.0
4219,5/31/2020,80+,6527,5837.0,3976.0,2393,1812.0,581.0
4220,6/1/2020,0-9,523,502.0,138.0,1,1.0,0.0
4222,6/1/2020,20-29,4863,4681.0,1043.0,4,4.0,0.0
4223,6/1/2020,30-39,5980,5798.0,1358.0,19,19.0,0.0
4224,6/1/2020,40-49,6049,5867.0,1373.0,52,42.0,10.0
4225,6/1/2020,50-59,7386,7123.0,1395.0,157,128.0,29.0
4226,6/1/2020,60-69,6214,5977.0,1436.0,493,419.0,74.0
4227,6/1/2020,70-79,4152,3908.0,1593.0,853,699.0,154.0
4228,6/1/2020,80+,6568,5898.0,4001.0,2391,1826.0,565.0
4229,6/2/2020,0-9,530,508.0,140.0,1,1.0,0.0
4231,6/2/2020,20-29,4886,4704.0,1048.0,4,4.0,0.0
4232,6/2/2020,30-39,5991,5812.0,1361.0,18,18.0,0.0
4233,6/2/2020,40-49,6059,5877.0,1376.0,52,42.0,10.0
4234,6/2/2020,50-59,7387,7126.0,1395.0,157,129.0,28.0
4235,6/2/2020,60-69,6226,5990.0,1439.0,493,419.0,74.0
4236,6/2/2020,70-79,4154,3910.0,1594.0,856,702.0,154.0
4237,6/2/2020,80+,6581,5908.0,4009.0,2406,1840.0,566.0
4238,6/3/2020,0-9,538,514.0,142.0,1,1.0,0.0
4240,6/3/2020,20-29,4903,4718.0,1052.0,4,4.0,0.0
4241,6/3/2020,30-39,6021,5840.0,1367.0,18,18.0,0.0
4242,6/3/2020,40-49,6072,5889.0,1379.0,51,41.0,10.0
4243,6/3/2020,50-59,7405,7136.0,1399.0,159,131.0,28.0
4244,6/3/2020,60-69,6249,6007.0,1444.0,495,420.0,75.0
4245,6/3/2020,70-79,4165,3919.0,1598.0,859,705.0,154.0
4246,6/3/2020,80+,6608,5931.0,4025.0,2418,1850.0,568.0
4247,6/4/2020,0-9,540,517.0,142.0,1,1.0,0.0
4249,6/4/2020,20-29,4950,4765.0,1062.0,4,4.0,0.0
4250,6/4/2020,30-39,6058,5875.0,1376.0,18,18.0,0.0
4251,6/4/2020,40-49,6110,5925.0,1387.0,52,42.0,10.0
4252,6/4/2020,50-59,7437,7166.0,1405.0,161,133.0,28.0
4253,6/4/2020,60-69,6269,6028.0,1449.0,499,425.0,74.0
4254,6/4/2020,70-79,4171,3928.0,1600.0,868,712.0,156.0
4255,6/4/2020,80+,6640,5961.0,4045.0,2433,1860.0,573.0
4256,6/5/2020,0-9,558,535.0,147.0,1,1.0,0.0
4258,6/5/2020,20-29,5012,4828.0,1075.0,4,4.0,0.0
4259,6/5/2020,30-39,6125,5940.0,1391.0,18,18.0,0.0
4260,6/5/2020,40-49,6164,5979.0,1400.0,52,42.0,10.0
4261,6/5/2020,50-59,7493,7218.0,1415.0,161,133.0,28.0
4262,6/5/2020,60-69,6298,6058.0,1456.0,503,430.0,73.0
4263,6/5/2020,70-79,4195,3948.0,1610.0,873,715.0,158.0
4264,6/5/2020,80+,6664,5992.0,4059.0,2441,1874.0,567.0
4265,6/6/2020,0-9,564,541.0,149.0,1,1.0,0.0
4267,6/6/2020,20-29,5038,4853.0,1081.0,4,4.0,0.0
4268,6/6/2020,30-39,6150,5965.0,1397.0,18,18.0,0.0
4269,6/6/2020,40-49,6186,6001.0,1405.0,52,42.0,10.0
4270,6/6/2020,50-59,7515,7242.0,1419.0,161,133.0,28.0
4271,6/6/2020,60-69,6310,6071.0,1458.0,504,430.0,74.0
4272,6/6/2020,70-79,4202,3955.0,1612.0,877,718.0,159.0
4273,6/6/2020,80+,6679,6007.0,4068.0,2452,1882.0,570.0
4274,6/7/2020,0-9,566,543.0,149.0,1,1.0,0.0
4276,6/7/2020,20-29,5065,4879.0,1087.0,4,4.0,0.0
4277,6/7/2020,30-39,6175,5991.0,1402.0,19,19.0,0.0
4278,6/7/2020,40-49,6200,6015.0,1408.0,52,42.0,10.0
4279,6/7/2020,50-59,7529,7256.0,1422.0,161,133.0,28.0
4280,6/7/2020,60-69,6317,6079.0,1460.0,506,432.0,74.0
4281,6/7/2020,70-79,4214,3966.0,1617.0,879,719.0,160.0
4282,6/7/2020,80+,6694,6020.0,4078.0,2460,1888.0,572.0
4283,6/8/2020,0-9,570,548.0,150.0,1,1.0,0.0
4285,6/8/2020,20-29,5077,4894.0,1089.0,4,4.0,0.0
4286,6/8/2020,30-39,6191,6013.0,1406.0,20,20.0,0.0
4287,6/8/2020,40-49,6207,6027.0,1409.0,52,42.0,10.0
4288,6/8/2020,50-59,7536,7272.0,1423.0,162,134.0,28.0
4289,6/8/2020,60-69,6331,6108.0,1463.0,507,433.0,74.0
4290,6/8/2020,70-79,4220,3983.0,1619.0,882,723.0,159.0
4291,6/8/2020,80+,6711,6063.0,4088.0,2467,1908.0,559.0
4292,6/9/2020,0-9,575,553.0,152.0,1,1.0,0.0
4294,6/9/2020,20-29,5098,4923.0,1094.0,4,4.0,0.0
4295,6/9/2020,30-39,6224,6061.0,1413.0,20,20.0,0.0
4296,6/9/2020,40-49,6235,6066.0,1416.0,52,42.0,10.0
4297,6/9/2020,50-59,7553,7322.0,1427.0,165,136.0,29.0
4298,6/9/2020,60-69,6350,6141.0,1468.0,510,435.0,75.0
4299,6/9/2020,70-79,4230,4004.0,1623.0,888,730.0,158.0
4300,6/9/2020,80+,6732,6087.0,4101.0,2478,1914.0,564.0
4301,6/10/2020,0-9,579,557.0,153.0,1,1.0,0.0
4303,6/10/2020,20-29,5119,4939.0,1098.0,4,4.0,0.0
4304,6/10/2020,30-39,6238,6072.0,1417.0,20,20.0,0.0
4305,6/10/2020,40-49,6244,6074.0,1418.0,51,41.0,10.0
4306,6/10/2020,50-59,7565,7333.0,1429.0,166,137.0,29.0
4307,6/10/2020,60-69,6362,6156.0,1470.0,511,437.0,74.0
4308,6/10/2020,70-79,4246,4019.0,1629.0,891,731.0,160.0
4309,6/10/2020,80+,6754,6112.0,4114.0,2500,1936.0,564.0
4310,6/11/2020,0-9,589,567.0,155.0,1,1.0,0.0
4312,6/11/2020,20-29,5166,4986.0,1108.0,4,4.0,0.0
4313,6/11/2020,30-39,6306,6141.0,1432.0,20,20.0,0.0
4314,6/11/2020,40-49,6279,6110.0,1426.0,51,41.0,10.0
4315,6/11/2020,50-59,7597,7366.0,1435.0,166,137.0,29.0
4316,6/11/2020,60-69,6375,6169.0,1473.0,512,438.0,74.0
4317,6/11/2020,70-79,4252,4026.0,1631.0,893,733.0,160.0
4318,6/11/2020,80+,6764,6122.0,4120.0,2510,1946.0,564.0
4319,6/12/2020,0-9,600,578.0,158.0,1,1.0,0.0
4321,6/12/2020,20-29,5219,5039.0,1120.0,4,4.0,0.0
4322,6/12/2020,30-39,6367,6200.0,1446.0,20,20.0,0.0
4323,6/12/2020,40-49,6317,6144.0,1434.0,51,41.0,10.0
4324,6/12/2020,50-59,7626,7394.0,1440.0,166,137.0,29.0
4325,6/12/2020,60-69,6399,6192.0,1479.0,515,440.0,75.0
4326,6/12/2020,70-79,4275,4047.0,1640.0,899,737.0,162.0
4327,6/12/2020,80+,6816,6171.0,4152.0,2528,1961.0,567.0
4328,6/13/2020,0-9,602,580.0,159.0,1,1.0,0.0
4330,6/13/2020,20-29,5239,5059.0,1124.0,4,4.0,0.0
4331,6/13/2020,30-39,6402,6235.0,1454.0,20,20.0,0.0
4332,6/13/2020,40-49,6338,6167.0,1439.0,51,41.0,10.0
4333,6/13/2020,50-59,7642,7410.0,1443.0,166,137.0,29.0
4334,6/13/2020,60-69,6411,6203.0,1482.0,516,440.0,76.0
4335,6/13/2020,70-79,4280,4053.0,1642.0,902,740.0,162.0
4336,6/13/2020,80+,6825,6178.0,4157.0,2539,1971.0,568.0
4337,6/14/2020,0-9,605,581.0,160.0,1,1.0,0.0
4339,6/14/2020,20-29,5257,5075.0,1128.0,4,4.0,0.0
4340,6/14/2020,30-39,6414,6244.0,1457.0,20,20.0,0.0
4341,6/14/2020,40-49,6351,6176.0,1442.0,52,41.0,11.0
4342,6/14/2020,50-59,7656,7421.0,1446.0,166,137.0,29.0
4343,6/14/2020,60-69,6419,6211.0,1484.0,516,440.0,76.0
4344,6/14/2020,70-79,4284,4057.0,1644.0,902,740.0,162.0
4345,6/14/2020,80+,6833,6185.0,4162.0,2541,1972.0,569.0
4346,6/15/2020,0-9,615,591.0,162.0,1,1.0,0.0
4348,6/15/2020,20-29,5342,5155.0,1146.0,5,5.0,0.0
4349,6/15/2020,30-39,6430,6266.0,1460.0,20,20.0,0.0
4350,6/15/2020,40-49,6400,6222.0,1453.0,55,43.0,12.0
4351,6/15/2020,50-59,7682,7447.0,1451.0,167,138.0,29.0
4352,6/15/2020,60-69,6367,6157.0,1472.0,519,441.0,78.0
4353,6/15/2020,70-79,4286,4055.0,1644.0,915,753.0,162.0
4354,6/15/2020,80+,6771,6130.0,4125.0,2526,1960.0,566.0
4355,6/16/2020,0-9,620,596.0,164.0,1,1.0,0.0
4357,6/16/2020,20-29,5351,5163.0,1148.0,5,5.0,0.0
4358,6/16/2020,30-39,6440,6276.0,1462.0,20,20.0,0.0
4359,6/16/2020,40-49,6407,6227.0,1455.0,55,43.0,12.0
4360,6/16/2020,50-59,7699,7461.0,1454.0,167,138.0,29.0
4361,6/16/2020,60-69,6379,6166.0,1474.0,519,441.0,78.0
4362,6/16/2020,70-79,4291,4060.0,1646.0,918,756.0,162.0
4363,6/16/2020,80+,6782,6144.0,4131.0,2532,1968.0,564.0
4364,6/17/2020,0-9,619,595.0,163.0,1,1.0,0.0
4366,6/17/2020,20-29,5366,5178.0,1151.0,5,5.0,0.0
4367,6/17/2020,30-39,6452,6287.0,1465.0,20,20.0,0.0
4368,6/17/2020,40-49,6422,6241.0,1458.0,55,43.0,12.0
4369,6/17/2020,50-59,7713,7474.0,1457.0,167,138.0,29.0
4370,6/17/2020,60-69,6387,6174.0,1476.0,521,443.0,78.0
4371,6/17/2020,70-79,4301,4069.0,1650.0,920,757.0,163.0
4372,6/17/2020,80+,6787,6148.0,4134.0,2535,1970.0,565.0
4373,6/18/2020,0-9,622,598.0,164.0,1,1.0,0.0
4375,6/18/2020,20-29,5393,5204.0,1157.0,5,5.0,0.0
4376,6/18/2020,30-39,6463,6299.0,1468.0,21,21.0,0.0
4377,6/18/2020,40-49,6433,6252.0,1461.0,55,43.0,12.0
4378,6/18/2020,50-59,7728,7490.0,1460.0,168,139.0,29.0
4379,6/18/2020,60-69,6399,6186.0,1479.0,521,443.0,78.0
4380,6/18/2020,70-79,4313,4081.0,1655.0,922,758.0,164.0
4381,6/18/2020,80+,6806,6165.0,4146.0,2543,1974.0,569.0
4382,6/19/2020,0-9,628,604.0,166.0,1,1.0,0.0
4384,6/19/2020,20-29,5426,5233.0,1164.0,5,5.0,0.0
4385,6/19/2020,30-39,6484,6320.0,1472.0,21,21.0,0.0
4386,6/19/2020,40-49,6455,6275.0,1466.0,56,44.0,12.0
4387,6/19/2020,50-59,7750,7513.0,1464.0,169,140.0,29.0
4388,6/19/2020,60-69,6417,6204.0,1483.0,520,442.0,78.0
4389,6/19/2020,70-79,4327,4091.0,1660.0,929,761.0,168.0
4390,6/19/2020,80+,6822,6182.0,4156.0,2548,1979.0,569.0
4391,6/20/2020,0-9,634,610.0,167.0,1,1.0,0.0
4393,6/20/2020,20-29,5431,5239.0,1165.0,5,5.0,0.0
4394,6/20/2020,30-39,6490,6326.0,1474.0,21,21.0,0.0
4395,6/20/2020,40-49,6462,6282.0,1467.0,56,44.0,12.0
4396,6/20/2020,50-59,7754,7517.0,1465.0,169,140.0,29.0
4397,6/20/2020,60-69,6421,6207.0,1484.0,521,442.0,79.0
4398,6/20/2020,70-79,4329,4093.0,1661.0,933,765.0,168.0
4399,6/20/2020,80+,6826,6185.0,4158.0,2552,1982.0,570.0
4400,6/21/2020,0-9,634,610.0,167.0,1,1.0,0.0
4402,6/21/2020,20-29,5439,5245.0,1167.0,5,5.0,0.0
4403,6/21/2020,30-39,6490,6326.0,1474.0,21,21.0,0.0
4404,6/21/2020,40-49,6466,6283.0,1468.0,56,44.0,12.0
4405,6/21/2020,50-59,7760,7522.0,1466.0,169,140.0,29.0
4406,6/21/2020,60-69,6425,6210.0,1485.0,521,442.0,79.0
4407,6/21/2020,70-79,4331,4094.0,1662.0,935,766.0,169.0
4408,6/21/2020,80+,6828,6186.0,4159.0,2553,1983.0,570.0
4409,6/22/2020,0-9,634,611.0,167.0,1,1.0,0.0
4411,6/22/2020,20-29,5463,5269.0,1172.0,4,4.0,0.0
4412,6/22/2020,30-39,6509,6345.0,1478.0,21,21.0,0.0
4413,6/22/2020,40-49,6472,6289.0,1469.0,56,44.0,12.0
4414,6/22/2020,50-59,7771,7535.0,1468.0,170,141.0,29.0
4415,6/22/2020,60-69,6445,6234.0,1490.0,522,444.0,78.0
4416,6/22/2020,70-79,4343,4109.0,1666.0,935,769.0,166.0
4417,6/22/2020,80+,6850,6202.0,4173.0,2566,1989.0,577.0
4418,6/23/2020,0-9,635,612.0,167.0,1,1.0,0.0
4420,6/23/2020,20-29,5466,5272.0,1173.0,4,4.0,0.0
4421,6/23/2020,30-39,6512,6348.0,1479.0,21,21.0,0.0
4422,6/23/2020,40-49,6474,6291.0,1470.0,56,44.0,12.0
4423,6/23/2020,50-59,7772,7536.0,1468.0,171,142.0,29.0
4424,6/23/2020,60-69,6445,6234.0,1490.0,523,445.0,78.0
4425,6/23/2020,70-79,4345,4111.0,1667.0,935,769.0,166.0
4426,6/23/2020,80+,6851,6202.0,4173.0,2574,1996.0,578.0
4427,6/24/2020,0-9,637,614.0,168.0,1,1.0,0.0
4429,6/24/2020,20-29,5489,5290.0,1178.0,4,4.0,0.0
4430,6/24/2020,30-39,6526,6358.0,1482.0,21,21.0,0.0
4431,6/24/2020,40-49,6488,6301.0,1473.0,56,44.0,12.0
4432,6/24/2020,50-59,7778,7540.0,1469.0,171,142.0,29.0
4433,6/24/2020,60-69,6451,6241.0,1491.0,525,447.0,78.0
4434,6/24/2020,70-79,4347,4110.0,1668.0,939,772.0,167.0
4435,6/24/2020,80+,6858,6209.0,4178.0,2579,2002.0,577.0
4436,6/25/2020,0-9,639,616.0,169.0,1,1.0,0.0
4438,6/25/2020,20-29,5502,5305.0,1181.0,4,4.0,0.0
4439,6/25/2020,30-39,6536,6368.0,1484.0,21,21.0,0.0
4440,6/25/2020,40-49,6493,6307.0,1474.0,56,44.0,12.0
4441,6/25/2020,50-59,7785,7548.0,1470.0,172,143.0,29.0
4442,6/25/2020,60-69,6458,6248.0,1493.0,526,447.0,79.0
4443,6/25/2020,70-79,4355,4118.0,1671.0,940,773.0,167.0
4444,6/25/2020,80+,6866,6217.0,4182.0,2584,2006.0,578.0
4445,6/26/2020,0-9,645,621.0,170.0,1,1.0,0.0
4447,6/26/2020,20-29,5530,5332.0,1187.0,4,4.0,0.0
4448,6/26/2020,30-39,6549,6379.0,1487.0,21,21.0,0.0
4449,6/26/2020,40-49,6510,6325.0,1478.0,56,44.0,12.0
4450,6/26/2020,50-59,7807,7569.0,1475.0,173,144.0,29.0
4451,6/26/2020,60-69,6474,6265.0,1496.0,526,447.0,79.0
4452,6/26/2020,70-79,4367,4128.0,1676.0,941,773.0,168.0
4453,6/26/2020,80+,6895,6244.0,4200.0,2586,2008.0,578.0
4454,6/27/2020,0-9,645,621.0,170.0,1,1.0,0.0
4456,6/27/2020,20-29,5556,5358.0,1192.0,4,4.0,0.0
4457,6/27/2020,30-39,6562,6392.0,1490.0,21,21.0,0.0
4458,6/27/2020,40-49,6526,6341.0,1482.0,56,44.0,12.0
4459,6/27/2020,50-59,7819,7582.0,1477.0,174,145.0,29.0
4460,6/27/2020,60-69,6482,6273.0,1498.0,528,449.0,79.0
4461,6/27/2020,70-79,4372,4133.0,1677.0,941,773.0,168.0
4462,6/27/2020,80+,6899,6248.0,4202.0,2588,2010.0,578.0
4463,6/28/2020,0-9,647,623.0,171.0,1,1.0,0.0
4465,6/28/2020,20-29,5575,5377.0,1196.0,4,4.0,0.0
4466,6/28/2020,30-39,6579,6410.0,1494.0,21,21.0,0.0
4467,6/28/2020,40-49,6544,6358.0,1486.0,56,44.0,12.0
4468,6/28/2020,50-59,7833,7594.0,1479.0,176,146.0,30.0
4469,6/28/2020,60-69,6494,6283.0,1501.0,531,451.0,80.0
4470,6/28/2020,70-79,4382,4143.0,1681.0,941,773.0,168.0
4471,6/28/2020,80+,6904,6253.0,4206.0,2589,2010.0,579.0
